cid,receptor,label
2391,PPARgamma,hard_negative
6828,PPARgamma,hard_negative
7102,PPARgamma,hard_negative
8442,PPARgamma,positive
1091,PPARgamma,hard_negative
33934,PPARgamma,hard_negative
62130,PPARgamma,hard_negative
20240,PPARgamma,hard_negative
4594,PPARgamma,hard_negative
67299,PPARgamma,hard_negative
14138,PPARgamma,positive
87250,PPARgamma,hard_negative
69150,PPARgamma,hard_negative
53316406,PPARgamma,hard_negative
84677,PPARgamma,positive
11461044,PPARgamma,hard_negative
6929,PPARgamma,hard_negative
9958,PPARgamma,hard_negative
727,PPARgamma,hard_negative
4616,PPARgamma,positive
8407,PPARgamma,hard_negative
3378440,PPARgamma,positive
31553,PPARgamma,hard_negative
22463,PPARgamma,positive
5754,PPARgamma,hard_negative
5897,PPARgamma,hard_negative
16420,PPARgamma,hard_negative
6446,PPARgamma,hard_negative
20701,PPARgamma,hard_negative
17113,PPARgamma,hard_negative
98613,PPARgamma,positive
5281567,PPARgamma,hard_negative
13636,PPARgamma,positive
76973791,PPARgamma,positive
71645,PPARgamma,hard_negative
11571,PPARgamma,hard_negative
7329,PPARgamma,positive
37542,PPARgamma,hard_negative
18728,PPARgamma,hard_negative
17570,PPARgamma,positive
7578,PPARgamma,hard_negative
10635,PPARgamma,hard_negative
5288209,PPARgamma,positive
403,PPARgamma,hard_negative
8180,PPARgamma,hard_negative
113124,PPARgamma,hard_negative
15533,PPARgamma,positive
34757,PPARgamma,hard_negative
33133,PPARgamma,hard_negative
5281576,PPARgamma,hard_negative
5280863,PPARgamma,hard_negative
70038,PPARgamma,positive
6389,PPARgamma,hard_negative
91649,PPARgamma,hard_negative
79717,PPARgamma,positive
2733526,PPARgamma,hard_negative
6635,PPARgamma,hard_negative
1483,PPARgamma,positive
11065,PPARgamma,hard_negative
8572,PPARgamma,hard_negative
8413,PPARgamma,hard_negative
1732,PPARgamma,hard_negative
11742,PPARgamma,hard_negative
22584,PPARgamma,hard_negative
13,PPARgamma,hard_negative
6054,PPARgamma,hard_negative
5355130,PPARgamma,hard_negative
5333,PPARgamma,hard_negative
3293,PPARgamma,hard_negative
2724189,PPARgamma,hard_negative
6537,PPARgamma,hard_negative
5870,PPARgamma,hard_negative
4169,PPARgamma,positive
15797,PPARgamma,hard_negative
136122621,PPARgamma,hard_negative
8846,PPARgamma,hard_negative
6672,PPARgamma,hard_negative
7567,PPARgamma,hard_negative
7592,PPARgamma,hard_negative
32154,PPARgamma,hard_negative
15531,PPARgamma,positive
5280961,PPARgamma,positive
3037,PPARgamma,positive
7946,PPARgamma,hard_negative
3120,PPARgamma,hard_negative
39327,PPARgamma,hard_negative
40399,PPARgamma,hard_negative
8111,PPARgamma,hard_negative
43234,PPARgamma,hard_negative
53232,PPARgamma,hard_negative
73675,PPARgamma,hard_negative
3036,PPARgamma,hard_negative
41206,PPARgamma,hard_negative
8561,PPARgamma,hard_negative
67172,PPARgamma,hard_negative
47326,PPARgamma,hard_negative
5280443,PPARgamma,positive
6167,PPARgamma,hard_negative
7327,PPARgamma,hard_negative
7347,PPARgamma,hard_negative
5865,PPARgamma,hard_negative
7076,PPARgamma,hard_negative
10707,PPARgamma,positive
40326,PPARgamma,hard_negative
3346,PPARgamma,hard_negative
20083,PPARgamma,hard_negative
5284363,PPARgamma,positive
43226,PPARgamma,positive
6295,PPARgamma,hard_negative
996,PPARgamma,hard_negative
78170,PPARgamma,positive
6854,PPARgamma,hard_negative
9787,PPARgamma,positive
8813,PPARgamma,hard_negative
9128,PPARgamma,hard_negative
4931,PPARgamma,positive
76302,PPARgamma,positive
11831,PPARgamma,hard_negative
6796,PPARgamma,hard_negative
50896,PPARgamma,hard_negative
31356,PPARgamma,positive
27189,PPARgamma,hard_negative
5281004,PPARgamma,hard_negative
9154,PPARgamma,hard_negative
6129,PPARgamma,hard_negative
5361514,PPARgamma,hard_negative
162461,PPARgamma,hard_negative
667493,PPARgamma,hard_negative
6950,PPARgamma,hard_negative
8663,PPARgamma,hard_negative
38479,PPARgamma,hard_negative
6758,PPARgamma,positive
11933,PPARgamma,positive
6336,PPARgamma,hard_negative
32933,PPARgamma,hard_negative
6604200,PPARgamma,hard_negative
6028,PPARgamma,positive
75576,PPARgamma,hard_negative
6,PPARgamma,positive
2662,PPARgamma,hard_negative
2268,PPARgamma,positive
86607,PPARgamma,hard_negative
7516,PPARgamma,hard_negative
4632,PPARgamma,hard_negative
638024,PPARgamma,positive
1318,PPARgamma,positive
18725,PPARgamma,hard_negative
991,PPARgamma,hard_negative
26124,PPARgamma,hard_negative
643820,PPARgamma,hard_negative
6914,PPARgamma,positive
4936,PPARgamma,positive
5954,PPARgamma,hard_negative
7013,PPARgamma,positive
158076,PPARgamma,hard_negative
5280373,PPARgamma,hard_negative
8152,PPARgamma,hard_negative
992,PPARgamma,positive
7813,PPARgamma,hard_negative
3893,PPARgamma,hard_negative
62311,PPARgamma,positive
8691,PPARgamma,hard_negative
11883,PPARgamma,positive
39676,PPARgamma,hard_negative
43079,PPARgamma,hard_negative
3397,PPARgamma,hard_negative
31374,PPARgamma,hard_negative
108938,PPARgamma,hard_negative
60962,PPARgamma,positive
2969,PPARgamma,positive
3440,PPARgamma,hard_negative
8369,PPARgamma,hard_negative
62306,PPARgamma,positive
7103,PPARgamma,positive
5327,PPARgamma,hard_negative
7070,PPARgamma,hard_negative
36606,PPARgamma,hard_negative
441140,PPARgamma,positive
5340,PPARgamma,hard_negative
38037,PPARgamma,hard_negative
3610,PPARgamma,positive
5344,PPARgamma,hard_negative
2554,PPARgamma,hard_negative
4793,PPARgamma,hard_negative
5280343,PPARgamma,hard_negative
86102,PPARgamma,hard_negative
135398739,PPARgamma,hard_negative
7430,PPARgamma,hard_negative
10377,PPARgamma,positive
2355,PPARgamma,hard_negative
34192,PPARgamma,hard_negative
11289,PPARgamma,hard_negative
6597,PPARgamma,hard_negative
2153,PPARgamma,hard_negative
12472902,PPARgamma,hard_negative
448537,PPARgamma,positive
9395,PPARgamma,positive
15787,PPARgamma,hard_negative
8411,PPARgamma,hard_negative
980,PPARgamma,hard_negative
3225,PPARgamma,hard_negative
6040503,PPARgamma,positive
443939,PPARgamma,positive
10771,PPARgamma,positive
14710,PPARgamma,positive
460612,PPARgamma,hard_negative
5590,PPARgamma,hard_negative
5283711,PPARgamma,positive
78738,PPARgamma,positive
73415808,PPARgamma,hard_negative
24007,PPARgamma,hard_negative
104741,PPARgamma,hard_negative
2734225,PPARgamma,hard_negative
12038941,PPARgamma,hard_negative
75628,PPARgamma,positive
51040,PPARgamma,hard_negative
84703,PPARgamma,hard_negative
15412,PPARgamma,positive
107882,PPARgamma,positive
10308,PPARgamma,hard_negative
68297,PPARgamma,positive
13109,PPARgamma,hard_negative
7296,PPARgamma,positive
17279,PPARgamma,hard_negative
10607,PPARgamma,hard_negative
11309,PPARgamma,hard_negative
69908,PPARgamma,hard_negative
3884,PPARgamma,positive
74867,PPARgamma,hard_negative
1539,PPARgamma,hard_negative
14589,PPARgamma,hard_negative
5377323,PPARgamma,hard_negative
26176,PPARgamma,hard_negative
6527,PPARgamma,hard_negative
7381,PPARgamma,positive
14257,PPARgamma,hard_negative
19658,PPARgamma,hard_negative
3339,PPARgamma,hard_negative
3286,PPARgamma,hard_negative
31307,PPARgamma,hard_negative
9831581,PPARgamma,hard_negative
153939,PPARgamma,hard_negative
9931156,PPARgamma,hard_negative
9909677,PPARgamma,positive
60196405,PPARgamma,positive
10201497,PPARgamma,positive
12148754,PPARgamma,positive
60196409,PPARgamma,positive
60196411,PPARgamma,positive
5018304,PPARgamma,positive
54454,PPARgamma,hard_negative
93118,PPARgamma,positive
4807,PPARgamma,hard_negative
10021362,PPARgamma,hard_negative
9935274,PPARgamma,hard_negative
18551400,PPARgamma,hard_negative
9861124,PPARgamma,hard_negative
9888347,PPARgamma,hard_negative
9819350,PPARgamma,hard_negative
6252,PPARgamma,hard_negative
33599,PPARgamma,hard_negative
1345,PPARgamma,hard_negative
11285653,PPARgamma,positive
104926,PPARgamma,hard_negative
91773,PPARgamma,hard_negative
13905,PPARgamma,hard_negative
91753,PPARgamma,hard_negative
12932,PPARgamma,positive
2126,PPARgamma,hard_negative
13940,PPARgamma,hard_negative
25146,PPARgamma,hard_negative
3391107,PPARgamma,hard_negative
5372405,PPARgamma,hard_negative
39385,PPARgamma,hard_negative
6436605,PPARgamma,positive
2912,PPARgamma,hard_negative
31200,PPARgamma,hard_negative
28935,PPARgamma,positive
5803450,PPARgamma,hard_negative
249494,PPARgamma,hard_negative
86287521,PPARgamma,positive
54778,PPARgamma,hard_negative
29216,PPARgamma,hard_negative
5284341,PPARgamma,hard_negative
7693,PPARgamma,hard_negative
86222,PPARgamma,hard_negative
83975,PPARgamma,positive
213031,PPARgamma,hard_negative
3794540,PPARgamma,hard_negative
21804,PPARgamma,positive
86429,PPARgamma,positive
20965,PPARgamma,hard_negative
33360,PPARgamma,hard_negative
22833489,PPARgamma,hard_negative
3352,PPARgamma,hard_negative
11826859,PPARgamma,hard_negative
2337,PPARgamma,hard_negative
7328,PPARgamma,hard_negative
19587,PPARgamma,hard_negative
8010,PPARgamma,hard_negative
51605,PPARgamma,positive
2998,PPARgamma,hard_negative
36870,PPARgamma,hard_negative
11437710,PPARgamma,hard_negative
41463,PPARgamma,positive
117640,PPARgamma,hard_negative
54678504,PPARgamma,positive
34313,PPARgamma,positive
15969,PPARgamma,hard_negative
10303,PPARgamma,hard_negative
118703,PPARgamma,hard_negative
91664,PPARgamma,hard_negative
28292,PPARgamma,positive
37125,PPARgamma,hard_negative
87391,PPARgamma,hard_negative
66609,PPARgamma,hard_negative
93335,PPARgamma,positive
38884,PPARgamma,positive
6730,PPARgamma,positive
9782,PPARgamma,hard_negative
192197,PPARgamma,positive
3957,PPARgamma,positive
94684,PPARgamma,hard_negative
51369,PPARgamma,hard_negative
40520,PPARgamma,hard_negative
17435,PPARgamma,hard_negative
91673,PPARgamma,hard_negative
32184,PPARgamma,hard_negative
9570290,PPARgamma,hard_negative
12309460,PPARgamma,hard_negative
16362,PPARgamma,positive
4493,PPARgamma,hard_negative
54685925,PPARgamma,hard_negative
5756,PPARgamma,hard_negative
39230,PPARgamma,positive
77956,PPARgamma,hard_negative
6669,PPARgamma,hard_negative
94544,PPARgamma,hard_negative
67236,PPARgamma,hard_negative
92387,PPARgamma,hard_negative
6621,PPARgamma,hard_negative
78435,PPARgamma,hard_negative
243274,PPARgamma,positive
116814,PPARgamma,hard_negative
93312,PPARgamma,positive
74937,PPARgamma,hard_negative
6518,PPARgamma,hard_negative
69765,PPARgamma,hard_negative
5284462,PPARgamma,positive
42981,PPARgamma,hard_negative
74448,PPARgamma,hard_negative
61285,PPARgamma,hard_negative
9403,PPARgamma,hard_negative
5364932,PPARgamma,hard_negative
3899,PPARgamma,hard_negative
42745,PPARgamma,hard_negative
5360487,PPARgamma,positive
20848,PPARgamma,hard_negative
16422,PPARgamma,positive
38283,PPARgamma,hard_negative
69827,PPARgamma,hard_negative
3034351,PPARgamma,hard_negative
19079,PPARgamma,hard_negative
4044,PPARgamma,positive
31208,PPARgamma,positive
16683023,PPARgamma,positive
13708,PPARgamma,positive
6741,PPARgamma,hard_negative
14249,PPARgamma,hard_negative
6099,PPARgamma,positive
67215,PPARgamma,hard_negative
93573,PPARgamma,hard_negative
449171,PPARgamma,hard_negative
6112114,PPARgamma,positive
12797557,PPARgamma,hard_negative
91677,PPARgamma,positive
9300,PPARgamma,positive
33565,PPARgamma,hard_negative
86210,PPARgamma,positive
9462,PPARgamma,hard_negative
11273,PPARgamma,hard_negative
16533,PPARgamma,hard_negative
14720269,PPARgamma,positive
7180,PPARgamma,positive
2170,PPARgamma,hard_negative
6215,PPARgamma,hard_negative
54900,PPARgamma,positive
40854,PPARgamma,hard_negative
18771,PPARgamma,positive
91688,PPARgamma,positive
3969,PPARgamma,positive
6230,PPARgamma,hard_negative
41632,PPARgamma,positive
3444,PPARgamma,hard_negative
161803,PPARgamma,hard_negative
121639,PPARgamma,hard_negative
76464,PPARgamma,hard_negative
10140,PPARgamma,hard_negative
16961,PPARgamma,hard_negative
9878,PPARgamma,hard_negative
31280,PPARgamma,positive
85025,PPARgamma,hard_negative
114994,PPARgamma,hard_negative
62935,PPARgamma,hard_negative
4211,PPARgamma,hard_negative
11769,PPARgamma,hard_negative
9444,PPARgamma,hard_negative
14716,PPARgamma,hard_negative
250948,PPARgamma,hard_negative
6440554,PPARgamma,hard_negative
11193251,PPARgamma,hard_negative
38360,PPARgamma,hard_negative
180494,PPARgamma,positive
83656,PPARgamma,positive
2375,PPARgamma,hard_negative
75575,PPARgamma,positive
23670838,PPARgamma,positive
7108,PPARgamma,hard_negative
17818,PPARgamma,positive
213013,PPARgamma,positive
13709,PPARgamma,positive
3712,PPARgamma,positive
29393,PPARgamma,positive
5794,PPARgamma,hard_negative
636362,PPARgamma,positive
5834,PPARgamma,hard_negative
441336,PPARgamma,hard_negative
5745,PPARgamma,hard_negative
5472,PPARgamma,hard_negative
123608,PPARgamma,hard_negative
2801,PPARgamma,positive
9677,PPARgamma,hard_negative
4011,PPARgamma,positive
23706212,PPARgamma,hard_negative
3333,PPARgamma,hard_negative
5281078,PPARgamma,positive
148124,PPARgamma,hard_negative
5070,PPARgamma,hard_negative
4409,PPARgamma,hard_negative
20469,PPARgamma,hard_negative
3784,PPARgamma,hard_negative
5876,PPARgamma,hard_negative
4768,PPARgamma,hard_negative
119607,PPARgamma,hard_negative
5284587,PPARgamma,hard_negative
406563,PPARgamma,positive
5311,PPARgamma,hard_negative
446541,PPARgamma,positive
51082,PPARgamma,positive
5978,PPARgamma,hard_negative
229455,PPARgamma,hard_negative
247839,PPARgamma,hard_negative
2769,PPARgamma,hard_negative
13765,PPARgamma,hard_negative
50878597,PPARgamma,hard_negative
16757820,PPARgamma,hard_negative
8609,PPARgamma,hard_negative
64722,PPARgamma,positive
148192,PPARgamma,hard_negative
667476,PPARgamma,positive
32798,PPARgamma,hard_negative
56801,PPARgamma,hard_negative
26133,PPARgamma,hard_negative
10830,PPARgamma,positive
10113978,PPARgamma,positive
224246,PPARgamma,hard_negative
3728,PPARgamma,positive
60605,PPARgamma,hard_negative
4622,PPARgamma,hard_negative
4235,PPARgamma,hard_negative
2194,PPARgamma,hard_negative
3360,PPARgamma,positive
6301,PPARgamma,hard_negative
16490,PPARgamma,hard_negative
5702220,PPARgamma,hard_negative
2466,PPARgamma,hard_negative
4177,PPARgamma,hard_negative
65947,PPARgamma,hard_negative
10634,PPARgamma,hard_negative
443955,PPARgamma,hard_negative
5282138,PPARgamma,positive
444008,PPARgamma,hard_negative
5282209,PPARgamma,positive
102232,PPARgamma,hard_negative
4006,PPARgamma,hard_negative
157355,PPARgamma,hard_negative
33611,PPARgamma,hard_negative
69588,PPARgamma,hard_negative
150762,PPARgamma,positive
6321253,PPARgamma,hard_negative
168088,PPARgamma,hard_negative
35455,PPARgamma,positive
3316,PPARgamma,hard_negative
23663985,PPARgamma,hard_negative
5365672,PPARgamma,positive
122125,PPARgamma,positive
5282433,PPARgamma,positive
71651,PPARgamma,hard_negative
16574,PPARgamma,positive
135565674,PPARgamma,positive
24871267,PPARgamma,hard_negative
65758,PPARgamma,hard_negative
3060974,PPARgamma,positive
60785,PPARgamma,hard_negative
54685524,PPARgamma,positive
357904,PPARgamma,positive
6918543,PPARgamma,hard_negative
68827,PPARgamma,hard_negative
11957654,PPARgamma,positive
68909,PPARgamma,hard_negative
59757,PPARgamma,positive
11033,PPARgamma,hard_negative
28767,PPARgamma,hard_negative
3396,PPARgamma,positive
71693,PPARgamma,hard_negative
9454,PPARgamma,hard_negative
65784,PPARgamma,hard_negative
2541,PPARgamma,hard_negative
1684,PPARgamma,hard_negative
48229,PPARgamma,positive
104845,PPARgamma,hard_negative
6063342,PPARgamma,positive
4488,PPARgamma,positive
1967,PPARgamma,positive
4497,PPARgamma,hard_negative
60196270,PPARgamma,positive
11350,PPARgamma,positive
6433339,PPARgamma,hard_negative
76619,PPARgamma,hard_negative
10212,PPARgamma,hard_negative
92855,PPARgamma,hard_negative
74106,PPARgamma,hard_negative
91805,PPARgamma,hard_negative
24466,PPARgamma,positive
46780884,PPARgamma,positive
5702068,PPARgamma,hard_negative
34458,PPARgamma,hard_negative
17693,PPARgamma,hard_negative
16752,PPARgamma,hard_negative
73093,PPARgamma,hard_negative
17931,PR,positive
14708,PR,positive
92942,PR,positive
13493,PR,positive
119057604,PR,positive
91864482,PR,positive
15984075,PR,positive
5281091,PR,positive
5282164,PR,hard_negative
8293,PR,hard_negative
3003141,PR,positive
216237,PR,positive
10455790,PR,hard_negative
9568078,PR,positive
65953,PR,positive
443947,PR,positive
34870,PR,hard_negative
26391,PR,positive
66067,PR,positive
208836,PR,positive
156414,PR,positive
656667,PR,positive
5311454,PR,positive
7483,PR,positive
6537495,PR,positive
12443,PR,hard_negative
6818,PR,positive
21694,PR,positive
7595,PR,positive
15752,PR,positive
5281034,PR,positive
3894848,PR,positive
4890,PR,positive
64961,PR,positive
29872,PR,positive
6633,PR,positive
5842000,PR,positive
21013,PR,positive
5281873,PR,positive
5743,PR,positive
7321,PR,positive
61100,PR,positive
6279,PR,hard_negative
36159,PR,positive
40301,PR,positive
11859,PR,positive
627458,PR,positive
1910825,PR,positive
22571,PR,positive
7062,PR,positive
50516,PR,positive
115089,PR,hard_negative
15206,PR,positive
24937,PR,positive
22086,PR,positive
637511,PR,hard_negative
5993,PR,positive
2788,PR,positive
27582,PR,positive
4485,PR,positive
7546,PR,positive
6440940,PR,positive
6439929,PR,positive
1548943,PR,positive
95170,PR,positive
11356,PR,positive
2391,PR,hard_negative
6319,PR,positive
6828,PR,positive
7102,PR,positive
2482,PR,positive
7441,PR,positive
1091,PR,hard_negative
7568,PR,positive
33934,PR,hard_negative
7112,PR,positive
62130,PR,positive
20240,PR,positive
4594,PR,positive
13297,PR,positive
67299,PR,positive
25015,PR,positive
14138,PR,positive
83050,PR,positive
8570,PR,positive
87250,PR,positive
586708,PR,positive
56638112,PR,positive
69150,PR,positive
23019,PR,positive
53316406,PR,hard_negative
84677,PR,positive
102724,PR,positive
8633,PR,positive
21881620,PR,positive
17321,PR,positive
6929,PR,positive
9958,PR,positive
5935,PR,positive
7543,PR,positive
22833294,PR,positive
67349,PR,positive
7258,PR,positive
727,PR,positive
4616,PR,hard_negative
8407,PR,positive
3378440,PR,positive
7495,PR,positive
7331,PR,positive
31553,PR,positive
6053,PR,positive
136276712,PR,hard_negative
22463,PR,positive
93221,PR,hard_negative
10114,PR,positive
6979,PR,positive
5754,PR,positive
10824,PR,hard_negative
5897,PR,positive
16420,PR,positive
6446,PR,hard_negative
20701,PR,positive
73773,PR,hard_negative
8540,PR,positive
17113,PR,positive
13428,PR,hard_negative
5281567,PR,positive
17231,PR,positive
14642,PR,positive
5284469,PR,positive
71645,PR,positive
11571,PR,positive
7015,PR,positive
7329,PR,positive
14709,PR,positive
37542,PR,hard_negative
18728,PR,positive
17570,PR,positive
123504,PR,positive
7578,PR,positive
20167,PR,positive
5288209,PR,positive
2723951,PR,positive
8569,PR,positive
11247,PR,positive
7563,PR,positive
403,PR,hard_negative
8180,PR,hard_negative
69317,PR,positive
6787,PR,hard_negative
113124,PR,positive
86583,PR,hard_negative
34757,PR,positive
33133,PR,positive
38764,PR,positive
7638,PR,positive
5284452,PR,positive
5281576,PR,positive
73668,PR,positive
6197,PR,positive
62770,PR,positive
5280863,PR,positive
70038,PR,positive
62969,PR,positive
320930,PR,positive
2999413,PR,positive
91649,PR,positive
79717,PR,positive
68289,PR,positive
9904,PR,hard_negative
13514,PR,positive
65114,PR,positive
1752,PR,positive
12955,PR,positive
3035,PR,positive
68570,PR,positive
6635,PR,positive
1483,PR,positive
9502,PR,positive
8572,PR,positive
8413,PR,positive
1732,PR,hard_negative
6294,PR,positive
11742,PR,positive
62276,PR,positive
22584,PR,positive
13,PR,hard_negative
8805,PR,hard_negative
6054,PR,hard_negative
5355130,PR,positive
5333,PR,hard_negative
3293,PR,positive
3598,PR,positive
6732,PR,hard_negative
5753,PR,hard_negative
6537,PR,hard_negative
445154,PR,positive
5870,PR,positive
4169,PR,positive
15797,PR,positive
136122621,PR,hard_negative
8846,PR,hard_negative
6672,PR,hard_negative
7567,PR,positive
18529,PR,positive
9552079,PR,hard_negative
7592,PR,hard_negative
32154,PR,hard_negative
15531,PR,hard_negative
7573,PR,positive
5280961,PR,positive
3037,PR,positive
40585,PR,positive
7946,PR,hard_negative
3120,PR,positive
39327,PR,positive
40399,PR,hard_negative
8111,PR,hard_negative
73665,PR,positive
65064,PR,hard_negative
43234,PR,positive
26295,PR,positive
53232,PR,hard_negative
73675,PR,positive
3036,PR,positive
2734956,PR,hard_negative
41206,PR,positive
8289,PR,positive
16560,PR,positive
8561,PR,positive
67172,PR,positive
338733,PR,positive
47326,PR,positive
5280443,PR,positive
6529,PR,positive
6167,PR,hard_negative
7327,PR,positive
5865,PR,positive
73672,PR,positive
7076,PR,positive
10707,PR,hard_negative
40326,PR,positive
5284441,PR,positive
299,PR,positive
3346,PR,positive
5853,PR,positive
3039,PR,hard_negative
9275,PR,positive
20083,PR,hard_negative
5284363,PR,positive
43226,PR,positive
6295,PR,positive
996,PR,hard_negative
4420,PR,hard_negative
8371,PR,hard_negative
78170,PR,hard_negative
5755,PR,positive
12688,PR,positive
6702,PR,positive
9880,PR,positive
15910,PR,positive
21209,PR,positive
6854,PR,positive
9787,PR,positive
9074,PR,positive
17038,PR,hard_negative
67271,PR,positive
8813,PR,hard_negative
9128,PR,hard_negative
76302,PR,positive
10522,PR,positive
5934,PR,positive
11831,PR,positive
6796,PR,positive
4933,PR,positive
7184,PR,positive
50896,PR,hard_negative
31356,PR,positive
6001,PR,positive
27189,PR,positive
5281004,PR,hard_negative
4993,PR,positive
9154,PR,positive
6129,PR,positive
5361514,PR,positive
162461,PR,hard_negative
2871,PR,positive
2728,PR,positive
667493,PR,hard_negative
29732,PR,positive
6950,PR,positive
62558,PR,positive
8663,PR,positive
8679,PR,positive
5283349,PR,hard_negative
38479,PR,positive
6758,PR,positive
11933,PR,positive
3589,PR,positive
36242,PR,positive
6336,PR,positive
32933,PR,hard_negative
6604200,PR,hard_negative
5125,PR,positive
75576,PR,positive
2662,PR,positive
2268,PR,positive
86607,PR,positive
7516,PR,hard_negative
4632,PR,positive
638024,PR,positive
5881,PR,positive
1318,PR,positive
18725,PR,hard_negative
991,PR,positive
27465,PR,positive
26124,PR,positive
643820,PR,hard_negative
7547,PR,positive
4936,PR,positive
5757,PR,positive
5954,PR,positive
12310947,PR,positive
7013,PR,positive
158076,PR,positive
5280373,PR,positive
7005,PR,positive
81259,PR,positive
992,PR,positive
5053,PR,positive
7813,PR,hard_negative
7564,PR,positive
3893,PR,hard_negative
62311,PR,positive
8691,PR,positive
11883,PR,hard_negative
39676,PR,positive
43079,PR,hard_negative
26177,PR,positive
8455,PR,positive
3397,PR,positive
31374,PR,hard_negative
8615,PR,positive
108938,PR,positive
60962,PR,hard_negative
2078,PR,positive
2969,PR,hard_negative
3440,PR,hard_negative
8369,PR,hard_negative
62306,PR,positive
4764,PR,positive
7103,PR,positive
5327,PR,hard_negative
7070,PR,positive
36606,PR,positive
24633,PR,positive
441140,PR,positive
13089,PR,positive
16682730,PR,positive
5340,PR,hard_negative
38037,PR,positive
8689,PR,positive
7340,PR,positive
3610,PR,positive
5344,PR,hard_negative
14127,PR,positive
6128,PR,positive
2554,PR,hard_negative
6478,PR,hard_negative
8571,PR,positive
4793,PR,positive
13271,PR,positive
4130,PR,positive
5280343,PR,positive
73852,PR,positive
22772,PR,positive
444795,PR,hard_negative
86102,PR,positive
135398739,PR,hard_negative
41384,PR,hard_negative
17170,PR,positive
7430,PR,positive
785,PR,positive
6536972,PR,positive
10377,PR,positive
107377,PR,positive
2355,PR,positive
34192,PR,positive
11289,PR,positive
6597,PR,hard_negative
3224,PR,positive
13283,PR,positive
12902,PR,hard_negative
2153,PR,hard_negative
12472902,PR,positive
2730,PR,positive
16685,PR,positive
5770,PR,hard_negative
8305,PR,positive
448537,PR,positive
7031,PR,positive
9395,PR,positive
15787,PR,positive
8411,PR,positive
980,PR,hard_negative
1988,PR,positive
3225,PR,hard_negative
76013,PR,positive
3016,PR,positive
37034,PR,positive
5362708,PR,hard_negative
457193,PR,positive
443939,PR,positive
10771,PR,positive
10208,PR,positive
61444,PR,hard_negative
19283,PR,hard_negative
6450278,PR,positive
460612,PR,hard_negative
5371728,PR,positive
5590,PR,positive
78738,PR,hard_negative
73415808,PR,positive
1674,PR,positive
24007,PR,hard_negative
23892,PR,positive
16682804,PR,positive
5284483,PR,positive
104741,PR,positive
5702746,PR,positive
11181836,PR,hard_negative
16211849,PR,hard_negative
12038941,PR,hard_negative
5368491,PR,positive
14425,PR,positive
9117,PR,hard_negative
75628,PR,positive
51040,PR,positive
84703,PR,hard_negative
15412,PR,hard_negative
387179,PR,positive
67589,PR,hard_negative
107882,PR,positive
10308,PR,positive
104677,PR,positive
4788,PR,positive
13109,PR,positive
7296,PR,hard_negative
27882,PR,positive
11764,PR,positive
6528,PR,positive
7571,PR,positive
16719,PR,positive
17599,PR,positive
3014138,PR,positive
11309,PR,positive
11313,PR,hard_negative
69908,PR,positive
6724,PR,positive
74867,PR,positive
74062,PR,positive
28308,PR,positive
73848,PR,positive
15529,PR,positive
1539,PR,positive
14589,PR,positive
5377323,PR,positive
70425,PR,positive
34697,PR,positive
26176,PR,positive
6527,PR,positive
8425,PR,positive
10680,PR,positive
7381,PR,positive
2347,PR,positive
3220,PR,positive
10868,PR,hard_negative
14257,PR,hard_negative
3339,PR,positive
3286,PR,positive
31307,PR,hard_negative
9799979,PR,positive
9831581,PR,hard_negative
3086618,PR,positive
6918686,PR,hard_negative
18173271,PR,hard_negative
15981450,PR,positive
153939,PR,positive
11472813,PR,positive
9931156,PR,hard_negative
9865233,PR,positive
60196403,PR,positive
9849616,PR,positive
60196405,PR,positive
53316382,PR,positive
9872438,PR,hard_negative
24852044,PR,hard_negative
12148754,PR,hard_negative
60196408,PR,positive
60196409,PR,hard_negative
25099474,PR,positive
5018304,PR,hard_negative
126941,PR,positive
67821,PR,hard_negative
54454,PR,hard_negative
93118,PR,positive
3117,PR,positive
4807,PR,hard_negative
27195,PR,positive
16421,PR,positive
10021362,PR,positive
9935274,PR,positive
18551400,PR,hard_negative
9861124,PR,positive
9888347,PR,positive
53316393,PR,positive
9819350,PR,hard_negative
10134976,PR,positive
5591,PR,positive
53316398,PR,positive
6252,PR,hard_negative
33599,PR,hard_negative
23667548,PR,hard_negative
2776282,PR,hard_negative
9555,PR,hard_negative
12358480,PR,positive
21387,PR,positive
11285653,PR,positive
96088,PR,positive
833466,PR,positive
11723708,PR,positive
86296,PR,positive
24814,PR,positive
104926,PR,positive
65067,PR,positive
66461,PR,positive
91773,PR,hard_negative
8433,PR,positive
34469,PR,positive
13905,PR,hard_negative
91753,PR,positive
91768,PR,positive
107720,PR,positive
92431,PR,hard_negative
17533,PR,positive
12932,PR,positive
14994,PR,positive
4477,PR,positive
38779,PR,positive
6327657,PR,positive
11402127,PR,positive
2126,PR,positive
13940,PR,positive
10342051,PR,positive
8227,PR,positive
25912,PR,positive
25146,PR,positive
86138,PR,positive
11048796,PR,positive
107080,PR,positive
3391107,PR,positive
5372405,PR,positive
39385,PR,positive
6436605,PR,positive
2912,PR,positive
9576412,PR,positive
31200,PR,positive
28935,PR,positive
5889665,PR,positive
5803450,PR,positive
249494,PR,hard_negative
6778,PR,positive
70613,PR,hard_negative
31677,PR,positive
122087,PR,positive
86367,PR,positive
86287521,PR,hard_negative
3317081,PR,positive
54778,PR,positive
29216,PR,positive
5284341,PR,positive
86222,PR,hard_negative
